,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
933,['traveling'],,300,poi:18634806,poi,traveling:ferry_terminal,Midtown/West 39th Street,"New York City, USA",Midtown/West 39th Street,"['poi:32279616', 'city:291258', 'poi:28001958', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132020022002,0.0083055728826232,0.003544169793715678,,,,https://go.sygic.com/travel/place?id=poi:18634806,40.7605919,-74.0039047,0,0,0,0,0,0,0,0,0,1,0,,,,
934,[],,2700,poi:651781,poi,discovering:university,NYU Stern School of Business,"New York City, USA",NYU Stern School of Business,"['poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6', 'poi:34984']",The New York University Leonard N. Stern School of Business is a business school in New York University.,032010110132220103211,0.0082852757783465,0.0034855768099424423,,,https://media-cdn.sygictraveldata.com/media/poi:651781,https://go.sygic.com/travel/place?id=poi:651781,40.7289741,-73.9965042,0,0,0,0,0,0,0,0,0,0,0,,,,
935,['shopping'],,1800,poi:16736412,poi,shopping:electronics,Apple 5th Avenue,"New York City, USA",Apple 5th Avenue,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132030101131,0.0082751062423398,0.0038557757804793015,,,,https://go.sygic.com/travel/place?id=poi:16736412,40.763588,-73.9738596,0,0,0,0,0,0,0,1,0,0,0,,,,
936,['relaxing'],,1800,poi:2317874,poi,relaxing:park,Abingdon Square,"New York City, USA",Abingdon Square,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Abingdon Square Park is located in the New York City borough of Manhattan in Greenwich Village.,032010110123313112311,0.0082663611150859,0.0037501009163499375,,,https://media-cdn.sygictraveldata.com/media/poi:2317874,https://go.sygic.com/travel/place?id=poi:2317874,40.7373144,-74.0054369,0,0,1,0,0,0,0,0,0,0,0,40.7370621,-74.0056291,40.7374679,-74.0051021
937,[],,1800,poi:1874180,poi,other:place_of_worship:church,Church of Our Lady of Victory,"New York City, USA",Church of Our Lady of Victory,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Church of Our Lady of Victory, also known as the War Memorial Church, is a Roman Catholic parish church in the Roman Catholic…",032010110301111320213,0.0082434985900176,0.004340537375480626,,,https://media-cdn.sygictraveldata.com/media/poi:1874180,https://go.sygic.com/travel/place?id=poi:1874180,40.7070103,-74.008714,0,0,0,0,0,0,0,0,0,0,0,40.7068505,-74.008909,40.7071772,-74.0085238
938,['eating'],,3600,poi:360340,poi,eating:restaurant:american,The Mercer Kitchen,"New York City, USA",The Mercer Kitchen,"['poi:11943', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132220213310,0.0082336073850562,0.003603697034143155,,,,https://go.sygic.com/travel/place?id=poi:360340,40.7248117,-73.998741,0,0,0,0,0,1,0,0,0,0,0,,,,
939,['traveling'],,900,poi:1449689,poi,traveling:station:train,Middle Village–Metropolitan Avenue,"New York City, USA",Middle Village–Metropolitan Avenue,"['poi:28005434', 'region:24620', 'city:186', 'region:106', 'country:43', 'continent:6']",Middle Village–Metropolitan Avenue is a terminal station of the BMT Myrtle Avenue Line of the New York City Subway.,032010110311010031030,0.008205718957018,0.04102859478509,,,https://media-cdn.sygictraveldata.com/media/poi:1449689,https://go.sygic.com/travel/place?id=poi:1449689,40.7115202,-73.8895607,0,0,0,0,0,0,0,0,0,1,0,,,,
940,['traveling'],,900,poi:1452654,poi,traveling:station:train,DeKalb Avenue,"New York City, USA",DeKalb Avenue,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","DeKalb Avenue is a local station shared by the BMT Fourth Avenue Line and the BMT Brighton Line of the New York City Subway, located at the…",032010110310030220023,0.0081775410861509,0.010027674756322467,,,https://media-cdn.sygictraveldata.com/media/poi:1452654,https://go.sygic.com/travel/place?id=poi:1452654,40.6906056,-73.9817543,0,0,0,0,0,0,0,0,0,1,0,,,,
941,['traveling'],,900,poi:822867,poi,traveling:station:train,9th Avenue,"New York City, USA",9th Avenue,"['poi:1944463', 'region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","Ninth Avenue is a bi-level express station on the BMT West End Line of the New York City Subway, located at the intersection of Ninth…",032010110312000110333,0.0081712361983973,0.0408561809919865,,,https://media-cdn.sygictraveldata.com/media/poi:822867,https://go.sygic.com/travel/place?id=poi:822867,40.6463249,-73.9943519,0,0,0,0,0,0,0,0,0,1,0,,,,
942,['eating'],,900,poi:22023070,poi,eating:restaurant:fastfood,Urbanspace Vanderbilt,"New York City, USA",Urbanspace Vanderbilt,"['poi:58619', 'poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132032011331,0.0081545008030344,0.003799579821388347,,,,https://go.sygic.com/travel/place?id=poi:22023070,40.7547019,-73.9765101,0,0,0,0,0,1,0,0,0,0,0,,,,
943,['shopping'],,3600,poi:21628513,poi,shopping,Schwarz Travel & Storage,"New York City, USA",Schwarz Travel & Storage,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132030220333,0.0081528482765824,0.003798809828679659,,,,https://go.sygic.com/travel/place?id=poi:21628513,40.7566297,-73.9807238,0,0,0,0,0,0,0,1,0,0,0,,,,
944,['sleeping'],,3600,poi:570615,poi,sleeping:hostel,Leo house,"New York City, USA",Leo house,"['poi:28018843', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132200012311,0.0081528482765824,0.003458028745483475,,,,https://go.sygic.com/travel/place?id=poi:570615,40.745628,-73.9998857,1,0,0,0,0,0,0,0,0,0,0,,,,
945,['sleeping'],,3600,poi:18727799,poi,sleeping:hotel,Archer Hotel,"New York City, USA",Archer Hotel,"['poi:32108808', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132023123133,0.0081528482765824,0.003478998860519801,,,,https://go.sygic.com/travel/place?id=poi:18727799,40.7520396,-73.9846972,1,0,0,0,0,0,0,0,0,0,0,40.7518831,-73.9848782,40.752196,-73.9845162
946,['shopping'],,1800,poi:810753,poi,shopping:electronics,Best Buy,"New York City, USA",Best Buy,"['poi:14713', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132201200023,0.0081528482765824,0.003458028745483475,,,,https://go.sygic.com/travel/place?id=poi:810753,40.7426454,-73.9926973,0,0,0,0,0,0,0,1,0,0,0,,,,
947,['sightseeing'],,1800,poi:586956,poi,sightseeing,Westinghouse Time Capsules,"New York City, USA",Westinghouse Time Capsules,"['poi:11918', 'region:24620', 'city:186', 'region:106', 'country:43', 'continent:6']","The Westinghouse Time Capsules are two time capsules prepared by the Westinghouse Electric & Manufacturing Company: ""Time Capsule I"" was…",032010110133310211103,0.0081483342858184,0.040741671429092005,,,https://media-cdn.sygictraveldata.com/media/poi:586956,https://go.sygic.com/travel/place?id=poi:586956,40.7429101,-73.8450961,0,1,0,0,0,0,0,0,0,0,0,,,,
948,['going_out'],,7200,poi:17206805,poi,going_out:club:nightclub,Smalls Jazz Club,"New York City, USA",Smalls Jazz Club,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132202200132,0.0081451211124863,0.0034547512705864953,,,https://media-cdn.sygictraveldata.com/media/poi:17206805,https://go.sygic.com/travel/place?id=poi:17206805,40.734381,-74.0027296,0,0,0,0,1,0,0,0,0,0,0,,,,
949,['eating'],,3600,poi:57804,poi,eating,Crif Dogs,"New York City, USA",Crif Dogs,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Hungry in East Village? Then go to Crif Dogs and experience some crazy combinations of ingredients - that's what makes this place special.,032010110132221132121,0.0081350588765004,0.003710490579111318,,,,https://go.sygic.com/travel/place?id=poi:57804,40.7271538,-73.9837036,0,0,0,0,0,1,0,0,0,0,0,,,,
950,"['sightseeing', 'discovering']",,7200,poi:11944,poi,sightseeing:architecture:modern,Sperone Westwater,"New York City, USA",Sperone Westwater,"['poi:28030048', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Sperone Westwater is a contemporary art gallery in the Bowery, in Manhattan, in New York City. The partners are ",032010110132221222012,0.0081347999609193,0.0035604508596947925,,,https://media-cdn.sygictraveldata.com/media/poi:11944,https://go.sygic.com/travel/place?id=poi:11944,40.7231509,-73.9925686,0,1,0,1,0,0,0,0,0,0,0,40.7230724,-73.992741,40.7232302,-73.9923925
951,['going_out'],,7200,poi:1890357,poi,going_out:cinema,AMC Empire 25,"New York City, USA",AMC Empire 25,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021230323,0.0081143266044198,0.003396863887627861,,,,https://go.sygic.com/travel/place?id=poi:1890357,40.7567063,-73.9892512,0,0,0,0,1,0,0,0,0,0,0,40.7565368,-73.989459,40.7568747,-73.9890594
952,['eating'],,3600,poi:57830,poi,eating:restaurant,Cafe Cluny,"New York City, USA",Cafe Cluny,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Small restaurant so do make a reservation to get delicious food and even beter drinks. Perfect location in the West Village.,032010110123313113133,0.0081130019457509,0.0038000411456616677,,,,https://go.sygic.com/travel/place?id=poi:57830,40.7374393,-74.0039646,0,0,0,0,0,1,0,0,0,0,0,,,,
953,['shopping'],,1800,poi:19709358,poi,shopping:dairy:cheese,Murray's Cheese,"New York City, USA",Murray's Cheese,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Murray’s Cheese is an artisanal cheese and specialty foods retailer and wholesaler based in Greenwich Village in New York City.,032010110132202222301,0.0081105231560728,0.003440076555228856,,,https://media-cdn.sygictraveldata.com/media/poi:19709358,https://go.sygic.com/travel/place?id=poi:19709358,40.7310048,-74.0030254,0,0,0,0,0,0,0,1,0,0,0,,,,
954,[],,3600,poi:20229176,poi,default,One Times Square,"New York City, USA",One Times Square,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021322123,0.0081022862072567,0.0034574229185174343,,,https://media-cdn.sygictraveldata.com/media/poi:20229176,https://go.sygic.com/travel/place?id=poi:20229176,40.7561965,-73.9865373,0,0,0,0,0,0,0,0,0,0,0,40.7560049,-73.9867175,40.7564198,-73.9863916
955,['sightseeing'],,900,poi:58636,poi,sightseeing:architecture:modern,Cunard Building,"New York City, USA",Cunard Building,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Cunard Building, also known as the Standard & Poors Building, is located at 25 Broadway in Lower Manhattan's Financial District.",032010110301113000110,0.0080933346304631,0.004392863080811403,,,https://media-cdn.sygictraveldata.com/media/poi:58636,https://go.sygic.com/travel/place?id=poi:58636,40.705576,-74.013694,0,1,0,0,0,0,0,0,0,0,0,,,,
956,['eating'],,5400,poi:11983,poi,eating:restaurant:italian,Trattoria Trecolori,"New York City, USA",Trattoria Trecolori,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Serves scrumptious Italian cuisine with an American spin. The atmosphere is pleasant and the place doesn't get too crowded.,032010110132021122320,0.0080896652867354,0.003386540031620164,,,,https://go.sygic.com/travel/place?id=poi:11983,40.7599596,-73.9867308,0,0,0,0,0,1,0,0,0,0,0,,,,
957,['going_out'],,10800,poi:1898302,poi,discovering:theatre,Brooks Atkinson Theatre,"New York City, USA",Brooks Atkinson Theatre,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Brooks Atkinson Theatre is a Broadway theater located at 256 West 47th Street in Manhattan.,032010110132021122230,0.0080818571642136,0.003383271352564279,,,https://media-cdn.sygictraveldata.com/media/poi:1898302,https://go.sygic.com/travel/place?id=poi:1898302,40.7599491,-73.9869856,0,0,0,0,1,0,0,0,0,0,0,40.7597621,-73.9872305,40.7601363,-73.9867404
958,[],,900,poi:929959,poi,sightseeing:art:artwork,William Shakespeare,"New York City, USA",William Shakespeare,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","William Shakespeare is an outdoor bronze sculpture of William Shakespeare by John Quincy Adams Ward, located in Central Park in Manhattan,…",032010110132012130131,0.0080788285388169,0.004006256131943451,,,https://media-cdn.sygictraveldata.com/media/poi:929959,https://go.sygic.com/travel/place?id=poi:929959,40.7697989,-73.9723702,0,0,0,0,0,0,0,0,0,0,0,,,,
959,['going_out'],,3600,poi:58784,poi,discovering:theatre,Alvin Ailey American Dance Theater,"New York City, USA",Alvin Ailey American Dance Theater,"['poi:28023675', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Founded in 1958, this modern dance company brings the Afro-American attitude to the art of dance. Do not miss their marvelous perfomances!",032010110132003302101,0.008065850339123,0.004187000891400877,,,https://media-cdn.sygictraveldata.com/media/poi:58784,https://go.sygic.com/travel/place?id=poi:58784,40.7669758,-73.9864032,0,0,0,0,1,0,0,0,0,0,0,,,,
960,['traveling'],,900,poi:821798,poi,traveling:station:train,36th Street,"New York City, USA",36th Street,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","36th Street is an express station on the BMT Fourth Avenue Line of the New York City Subway, located at 36th Street and Fourth Avenue in…",032010110301333113120,0.0080405995936228,0.0337114969257756,,,https://media-cdn.sygictraveldata.com/media/poi:821798,https://go.sygic.com/travel/place?id=poi:821798,40.6543115,-74.0044312,0,0,0,0,0,0,0,0,0,1,0,,,,
961,['eating'],,3600,poi:18839127,poi,eating:restaurant,Two hands,"New York City, USA",Two hands,"['poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132222121122,0.0080338953637291,0.00351628679155065,,,,https://go.sygic.com/travel/place?id=poi:18839127,40.7198011,-73.9963153,0,0,0,0,0,1,0,0,0,0,0,,,,
962,['eating'],,3600,poi:17137658,poi,eating:restaurant:asian:chinese,Xi'an Famous Foods,"New York City, USA",Xi'an Famous Foods,"['poi:17615946', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132222320201,0.0080338953637291,0.00351628679155065,,,,https://go.sygic.com/travel/place?id=poi:17137658,40.7154388,-73.9982328,0,0,0,0,0,1,0,0,0,0,0,,,,
963,['eating'],,3600,poi:21851156,poi,eating:restaurant,Los Tacos No. 1,"New York City, USA",Los Tacos No. 1,"['poi:26179934', 'poi:28018843', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110123311310312,0.0080338953637291,0.003762988490111284,,,,https://go.sygic.com/travel/place?id=poi:21851156,40.7423838,-74.0055383,0,0,0,0,0,1,0,0,0,0,0,,,,
964,['shopping'],,3600,poi:809304,poi,shopping:centre:department_store,TJ Maxx,"New York City, USA",TJ Maxx,"['poi:20226745', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132003313231,0.0080065525247136,0.00419776884878225,,,,https://go.sygic.com/travel/place?id=poi:809304,40.7662014,-73.982781,0,0,0,0,0,0,0,1,0,0,0,,,,
965,['sightseeing'],,1800,poi:369852,poi,sightseeing,The Godfather filming location,"New York City, USA",The Godfather filming location,"['region:1981637', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132222123201,0.0080030237960128,0.0036502679145063136,,,,https://go.sygic.com/travel/place?id=poi:369852,40.7185304,-73.9967251,0,1,0,0,0,0,0,0,0,0,0,,,,
966,['discovering'],,3600,poi:62179,poi,discovering:museum,Merchant's House Museum,"New York City, USA",Merchant's House Museum,"['poi:32601492', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Merchant's House Museum, known formerly as the Old Merchant's House and as the Seabury Tredwell House, is the only nineteenth-century…",032010110132221020231,0.0080007396531371,0.003365873791460818,,,https://media-cdn.sygictraveldata.com/media/poi:62179,https://go.sygic.com/travel/place?id=poi:62179,40.7276575,-73.9923439,0,0,0,1,0,0,0,0,0,0,0,40.7275744,-73.9924368,40.7277406,-73.992251
